u,v,pen
0.01370,0.03210,1
0.01319,0.03014,1
0.01273,0.02817,1
0.01252,0.02616,1
0.01245,0.02413,1
0.01238,0.02211,1
0.01242,0.02322,1
0.01249,0.02525,1
0.01256,0.02727,1
0.01298,0.02925,1
0.01344,0.03123,1
0.01437,0.03299,1
0.01558,0.03462,1
0.01686,0.03616,1
0.01864,0.03713,1
0.01972,0.03804,1
0.01779,0.03865,1
0.01779,0.03865,0
0.01236,-0.03949,0
0.01236,-0.03949,1
0.01108,-0.04106,1
0.01104,-0.04113,1
0.01252,-0.03974,1
0.01151,-0.04098,1
0.01004,-0.04111,1
0.00990,-0.04251,1
0.00929,-0.04331,1
0.01077,-0.04191,1
0.00989,-0.04295,1
0.00846,-0.04425,1
0.00645,-0.04398,1
0.00497,-0.04535,1
0.00350,-0.04676,1
0.00203,-0.04816,1
0.00038,-0.04934,1
-0.00128,-0.05051,1
-0.00289,-0.05173,1
-0.00429,-0.05320,1
-0.00570,-0.05467,1
-0.00678,-0.05581,1
-0.00536,-0.05436,1
-0.00394,-0.05290,1
-0.00251,-0.05146,1
-0.00085,-0.05029,1
0.00081,-0.04912,1
0.00242,-0.04789,1
0.00389,-0.04649,1
0.00536,-0.04509,1
0.00694,-0.04403,1
0.00852,-0.04443,1
0.00689,-0.04563,1
0.00736,-0.04580,1
0.00864,-0.04423,1
0.00991,-0.04265,1
0.01119,-0.04107,1
0.01247,-0.03949,1
0.01247,-0.03949,0
-0.09729,0.00537,0
-0.09729,0.00537,1
-0.09528,0.00524,1
-0.09327,0.00511,1
-0.09126,0.00498,1
-0.08925,0.00484,1
-0.08726,0.00461,1
-0.08530,0.00413,1
-0.08335,0.00364,1
-0.08140,0.00316,1
-0.07944,0.00267,1
-0.07749,0.00219,1
-0.07554,0.00170,1
-0.07358,0.00122,1
-0.07237,-0.00029,1
-0.07077,-0.00151,1
-0.06917,-0.00273,1
-0.06757,-0.00396,1
-0.06597,-0.00518,1
-0.06436,-0.00638,1
-0.06267,-0.00748,1
-0.06098,-0.00857,1
-0.05929,-0.00966,1
-0.05760,-0.01076,1
-0.05591,-0.01185,1
-0.05421,-0.01293,1
-0.05239,-0.01378,1
-0.05056,-0.01463,1
-0.04874,-0.01549,1
-0.04691,-0.01634,1
-0.04499,-0.01689,1
-0.04302,-0.01727,1
-0.04104,-0.01766,1
-0.03907,-0.01793,1
-0.03715,-0.01733,1
-0.03523,-0.01673,1
-0.03330,-0.01613,1
-0.03138,-0.01553,1
-0.02946,-0.01493,1
-0.02754,-0.01433,1
-0.02562,-0.01373,1
-0.02544,-0.01368,1
-0.02737,-0.01428,1
-0.02929,-0.01488,1
-0.03121,-0.01548,1
-0.03313,-0.01608,1
-0.03505,-0.01668,1
-0.03697,-0.01728,1
-0.03890,-0.01788,1
-0.04087,-0.01776,1
-0.04287,-0.01747,1
-0.04482,-0.01705,1
-0.04669,-0.01629,1
-0.04855,-0.01554,1
-0.05042,-0.01478,1
-0.05223,-0.01392,1
-0.05398,-0.01292,1
-0.05573,-0.01193,1
-0.05748,-0.01093,1
-0.05912,-0.00976,1
-0.06075,-0.00858,1
-0.06238,-0.00740,1
-0.06401,-0.00622,1
-0.06564,-0.00504,1
-0.06728,-0.00386,1
-0.06891,-0.00268,1
-0.07054,-0.00150,1
-0.07217,-0.00032,1
-0.07270,0.00094,1
-0.07072,0.00058,1
-0.06874,0.00022,1
-0.06676,-0.00015,1
-0.06478,-0.00051,1
-0.06304,-0.00148,1
-0.06136,-0.00259,1
-0.05968,-0.00369,1
-0.05800,-0.00480,1
-0.05628,-0.00584,1
-0.05447,-0.00673,1
-0.05266,-0.00761,1
-0.05333,-0.00717,1
-0.05507,-0.00616,1
-0.05681,-0.00515,1
-0.05855,-0.00414,1
-0.06029,-0.00313,1
-0.06203,-0.00212,1
-0.06377,-0.00111,1
-0.06558,-0.00029,1
-0.06757,0.00000,1
-0.06956,0.00029,1
-0.07156,0.00058,1
-0.07350,0.00110,1
-0.07545,0.00162,1
-0.07739,0.00214,1
-0.07934,0.00266,1
-0.08128,0.00317,1
-0.08323,0.00369,1
-0.08517,0.00421,1
-0.08715,0.00453,1
-0.08916,0.00470,1
-0.09117,0.00487,1
-0.09317,0.00504,1
-0.09518,0.00520,1
-0.09718,0.00537,1
-0.09718,0.00537,0
0.02999,0.04116,0
0.02999,0.04116,1
0.03183,0.04029,1
0.03367,0.03943,1
0.03546,0.03850,1
0.03685,0.03702,1
0.03515,0.03688,1
0.03312,0.03688,1
0.03151,0.03571,1
0.03008,0.03635,1
0.02870,0.03785,1
0.02697,0.03889,1
0.02518,0.03978,1
0.02351,0.03879,1
0.02376,0.03783,1
0.02575,0.03742,1
0.02749,0.03639,1
0.02923,0.03534,1
0.02759,0.03639,1
0.02582,0.03733,1
0.02385,0.03785,1
0.02348,0.03877,1
0.02519,0.03966,1
0.02699,0.03888,1
0.02867,0.03777,1
0.03005,0.03628,1
0.03147,0.03560,1
0.03301,0.03689,1
0.03504,0.03704,1
0.03706,0.03719,1
0.03548,0.03839,1
0.03385,0.03960,1
0.03197,0.04038,1
0.03010,0.04116,1
0.03010,0.04116,0
0.05503,-0.02071,0
0.05503,-0.02071,1
0.05480,-0.02270,1
0.05388,-0.02441,1
0.05267,-0.02600,1
0.05232,-0.02788,1
0.05232,-0.02988,1
0.05232,-0.02936,1
0.05232,-0.02736,1
0.05306,-0.02561,1
0.05429,-0.02404,1
0.05483,-0.02217,1
0.05561,-0.02106,1
0.05745,-0.02185,1
0.05893,-0.02299,1
0.05966,-0.02485,1
0.05995,-0.02678,1
0.05976,-0.02877,1
0.05958,-0.03076,1
0.05939,-0.03275,1
0.05920,-0.03475,1
0.05901,-0.03674,1
0.06064,-0.03775,1
0.06053,-0.03948,1
0.05998,-0.04140,1
0.05942,-0.04332,1
0.05886,-0.04524,1
0.05801,-0.04697,1
0.05647,-0.04825,1
0.05703,-0.04783,1
0.05852,-0.04654,1
0.05907,-0.04461,1
0.05962,-0.04269,1
0.06017,-0.04077,1
0.06072,-0.03884,1
0.06008,-0.03740,1
0.05909,-0.03603,1
0.05934,-0.03404,1
0.05958,-0.03205,1
0.05983,-0.03007,1
0.06002,-0.02808,1
0.05989,-0.02609,1
0.05975,-0.02409,1
0.05866,-0.02246,1
0.05700,-0.02145,1
0.05514,-0.02071,1
0.05514,-0.02071,0
0.03730,0.01288,0
0.03730,0.01288,1
0.03622,0.01116,1
0.03515,0.00943,1
0.03336,0.00882,1
0.03134,0.00855,1
0.02933,0.00828,1
0.02932,0.00783,1
0.03132,0.00824,1
0.03229,0.00796,1
0.03365,0.00894,1
0.03557,0.00853,1
0.03724,0.00851,1
0.03823,0.00980,1
0.03626,0.00927,1
0.03718,0.00946,1
0.03793,0.00924,1
0.03644,0.00809,1
0.03476,0.00898,1
0.03643,0.01005,1
0.03844,0.01038,1
0.03643,0.01013,1
0.03659,0.01146,1
0.03772,0.01252,1
0.03740,0.01278,1
0.03740,0.01278,0
0.03093,0.02207,0
0.03093,0.02207,1
0.03093,0.02004,1
0.03093,0.01802,1
0.03093,0.01599,1
0.03095,0.01660,1
0.03099,0.01863,1
0.03102,0.02065,1
0.03150,0.02118,1
0.03265,0.01951,1
0.03380,0.01785,1
0.03513,0.01635,1
0.03674,0.01513,1
0.03835,0.01390,1
0.03886,0.01213,1
0.03725,0.01208,1
0.03684,0.01130,1
0.03813,0.01197,1
0.03876,0.01032,1
0.03867,0.00831,1
0.03810,0.00637,1
0.03720,0.00457,1
0.03618,0.00282,1
0.03475,0.00144,1
0.03376,0.00070,1
0.03542,0.00185,1
0.03661,0.00345,1
0.03764,0.00520,1
0.03832,0.00709,1
0.03877,0.00905,1
0.03881,0.01107,1
0.03885,0.01310,1
0.03760,0.01451,1
0.03600,0.01576,1
0.03443,0.01703,1
0.03330,0.01871,1
0.03217,0.02039,1
0.03104,0.02207,1
0.03104,0.02207,0
0.00172,0.04064,0
0.00172,0.04064,1
0.00181,0.03867,1
0.00319,0.03721,1
0.00458,0.03576,1
0.00591,0.03428,1
0.00628,0.03233,1
0.00714,0.03082,1
0.00622,0.02903,1
0.00531,0.02725,1
0.00439,0.02546,1
0.00348,0.02367,1
0.00220,0.02252,1
0.00020,0.02264,1
-0.00181,0.02275,1
-0.00381,0.02287,1
-0.00581,0.02298,1
-0.00517,0.02191,1
-0.00325,0.02133,1
-0.00133,0.02075,1
-0.00300,0.02123,1
-0.00492,0.02179,1
-0.00596,0.02304,1
-0.00404,0.02318,1
-0.00204,0.02298,1
-0.00004,0.02278,1
0.00195,0.02258,1
0.00344,0.02335,1
0.00438,0.02512,1
0.00532,0.02689,1
0.00627,0.02866,1
0.00721,0.03043,1
0.00772,0.03161,1
0.00635,0.03248,1
0.00590,0.03444,1
0.00446,0.03583,1
0.00300,0.03720,1
0.00188,0.03884,1
0.00183,0.04064,1
0.00183,0.04064,0
0.03970,0.00110,0
0.03970,0.00110,1
0.03907,-0.00083,1
0.03845,-0.00275,1
0.03711,-0.00421,1
0.03562,-0.00558,1
0.03409,-0.00691,1
0.03238,-0.00798,1
0.03067,-0.00906,1
0.02896,-0.01014,1
0.02719,-0.01050,1
0.02532,-0.00972,1
0.02346,-0.00894,1
0.02159,-0.00816,1
0.02018,-0.00681,1
0.01903,-0.00517,1
0.01870,-0.00514,1
0.01998,-0.00666,1
0.02055,-0.00860,1
0.02113,-0.01054,1
0.02171,-0.01247,1
0.02254,-0.01419,1
0.02440,-0.01497,1
0.02626,-0.01576,1
0.02561,-0.01546,1
0.02377,-0.01464,1
0.02208,-0.01367,1
0.02141,-0.01176,1
0.02074,-0.00985,1
0.02008,-0.00794,1
0.02155,-0.00839,1
0.02339,-0.00923,1
0.02523,-0.01006,1
0.02707,-0.01090,1
0.02896,-0.01025,1
0.03066,-0.00915,1
0.03236,-0.00805,1
0.03406,-0.00696,1
0.03564,-0.00572,1
0.03712,-0.00433,1
0.03845,-0.00286,1
0.03907,-0.00093,1
0.03970,0.00099,1
0.03970,0.00099,0
0.04512,0.02613,0
0.04512,0.02613,1
0.04631,0.02444,1
0.04677,0.02247,1
0.04772,0.02082,1
0.04891,0.02114,1
0.04962,0.02309,1
0.05049,0.02468,1
0.05045,0.02363,1
0.05114,0.02233,1
0.05286,0.02118,1
0.05134,0.02226,1
0.05067,0.02335,1
0.05049,0.02470,1
0.04961,0.02316,1
0.04899,0.02119,1
0.04786,0.02081,1
0.04677,0.02239,1
0.04643,0.02442,1
0.04512,0.02603,1
0.04512,0.02603,0
0.07454,0.03709,0
0.07454,0.03709,1
0.07277,0.03616,1
0.07100,0.03522,1
0.06923,0.03429,1
0.06746,0.03336,1
0.06569,0.03242,1
0.06392,0.03149,1
0.06210,0.03068,1
0.06022,0.02999,1
0.05834,0.02930,1
0.05647,0.02861,1
0.05459,0.02791,1
0.05295,0.02782,1
0.05187,0.02941,1
0.05013,0.03040,1
0.04951,0.02881,1
0.04936,0.02812,1
0.04990,0.03004,1
0.05129,0.02969,1
0.05269,0.02836,1
0.05393,0.02757,1
0.05580,0.02827,1
0.05768,0.02898,1
0.05955,0.02968,1
0.06142,0.03038,1
0.06329,0.03110,1
0.06506,0.03204,1
0.06682,0.03298,1
0.06859,0.03392,1
0.07036,0.03486,1
0.07212,0.03580,1
0.07389,0.03674,1
0.07482,0.03597,1
0.07361,0.03437,1
0.07228,0.03289,1
0.07081,0.03153,1
0.06923,0.03032,1
0.06748,0.02935,1
0.06665,0.02891,1
0.06837,0.02993,1
0.07009,0.03096,1
0.07165,0.03217,1
0.07299,0.03366,1
0.07432,0.03515,1
0.07465,0.03698,1
0.07465,0.03698,0
0.03114,0.00558,0
0.03114,0.00558,1
0.02962,0.00421,1
0.02789,0.00401,1
0.02606,0.00443,1
0.02517,0.00407,1
0.02621,0.00409,1
0.02544,0.00358,1
0.02718,0.00399,1
0.02909,0.00331,1
0.03064,0.00465,1
0.03052,0.00455,1
0.02895,0.00333,1
0.02705,0.00409,1
0.02779,0.00394,1
0.02959,0.00415,1
0.03114,0.00548,1
0.03114,0.00548,0
0.01487,0.01372,0
0.01487,0.01372,1
0.01557,0.01183,1
0.01628,0.00995,1
0.01623,0.00918,1
0.01473,0.01053,1
0.01292,0.00977,1
0.01357,0.00790,1
0.01293,0.00952,1
0.01456,0.01048,1
0.01594,0.00901,1
0.01722,0.00876,1
0.01587,0.01023,1
0.01531,0.01216,1
0.01503,0.01336,1
0.01586,0.01152,1
0.01695,0.00986,1
0.01851,0.00897,1
0.02044,0.00953,1
0.02217,0.01004,1
0.02024,0.00946,1
0.01831,0.00888,1
0.01683,0.01008,1
0.01580,0.01178,1
0.01497,0.01362,1
0.01497,0.01362,0
-0.07423,0.01560,0
-0.07423,0.01560,1
-0.07269,0.01431,1
-0.07116,0.01303,1
-0.06962,0.01174,1
-0.06809,0.01045,1
-0.06655,0.00917,1
-0.06502,0.00788,1
-0.06348,0.00659,1
-0.06194,0.00531,1
-0.06041,0.00402,1
-0.05887,0.00274,1
-0.05734,0.00145,1
-0.05580,0.00016,1
-0.05427,-0.00112,1
-0.05269,-0.00235,1
-0.05097,-0.00338,1
-0.04925,-0.00440,1
-0.04753,-0.00542,1
-0.04580,-0.00643,1
-0.04390,-0.00708,1
-0.04200,-0.00772,1
-0.04011,-0.00836,1
-0.03816,-0.00879,1
-0.03617,-0.00896,1
-0.03417,-0.00912,1
-0.03218,-0.00929,1
-0.03018,-0.00941,1
-0.02820,-0.00910,1
-0.02622,-0.00879,1
-0.02424,-0.00848,1
-0.02226,-0.00817,1
-0.02032,-0.00772,1
-0.01844,-0.00703,1
-0.01657,-0.00633,1
-0.01473,-0.00553,1
-0.01298,-0.00457,1
-0.01123,-0.00360,1
-0.00947,-0.00263,1
-0.00800,-0.00137,1
-0.00698,0.00035,1
-0.00689,0.00054,1
-0.00795,-0.00116,1
-0.00935,-0.00250,1
-0.01110,-0.00347,1
-0.01286,-0.00444,1
-0.01461,-0.00541,1
-0.01642,-0.00625,1
-0.01830,-0.00695,1
-0.02017,-0.00766,1
-0.02210,-0.00815,1
-0.02408,-0.00846,1
-0.02606,-0.00877,1
-0.02804,-0.00907,1
-0.03002,-0.00938,1
-0.03201,-0.00931,1
-0.03401,-0.00914,1
-0.03600,-0.00897,1
-0.03800,-0.00880,1
-0.03995,-0.00841,1
-0.04185,-0.00777,1
-0.04375,-0.00713,1
-0.04563,-0.00647,1
-0.04736,-0.00545,1
-0.04908,-0.00443,1
-0.05081,-0.00341,1
-0.05253,-0.00239,1
-0.05411,-0.00117,1
-0.05565,0.00011,1
-0.05719,0.00140,1
-0.05873,0.00268,1
-0.06027,0.00396,1
-0.06181,0.00524,1
-0.06335,0.00652,1
-0.06489,0.00780,1
-0.06643,0.00908,1
-0.06797,0.01037,1
-0.06951,0.01165,1
-0.07105,0.01293,1
-0.07259,0.01421,1
-0.07413,0.01549,1
-0.07413,0.01549,0
0.06609,0.02843,0
0.06609,0.02843,1
0.06575,0.02694,1
0.06371,0.02646,1
0.06282,0.02566,1
0.06160,0.02456,1
0.05953,0.02430,1
0.05746,0.02405,1
0.05784,0.02246,1
0.05592,0.02273,1
0.05492,0.02299,1
0.05695,0.02249,1
0.05822,0.02338,1
0.05875,0.02419,1
0.06082,0.02445,1
0.06267,0.02492,1
0.06367,0.02638,1
0.06562,0.02712,1
0.06620,0.02843,1
0.06620,0.02843,0
0.02540,0.03657,0
0.02540,0.03657,1
0.02653,0.03484,1
0.02577,0.03379,1
0.02381,0.03317,1
0.02184,0.03255,1
0.01998,0.03169,1
0.01819,0.03067,1
0.01645,0.02959,1
0.01519,0.02802,1
0.01470,0.02602,1
0.01468,0.02595,1
0.01517,0.02796,1
0.01646,0.02948,1
0.01815,0.03064,1
0.01995,0.03163,1
0.02180,0.03253,1
0.02377,0.03312,1
0.02575,0.03370,1
0.02657,0.03474,1
0.02554,0.03652,1
0.02693,0.03515,1
0.02824,0.03518,1
0.02819,0.03524,1
0.02700,0.03514,1
0.02551,0.03657,1
0.02551,0.03657,0
-0.05222,-0.02467,0
-0.05222,-0.02467,1
-0.05409,-0.02542,1
-0.05596,-0.02618,1
-0.05783,-0.02693,1
-0.05970,-0.02768,1
-0.06157,-0.02843,1
-0.06344,-0.02918,1
-0.06531,-0.02993,1
-0.06718,-0.03068,1
-0.06908,-0.03133,1
-0.07100,-0.03196,1
-0.07291,-0.03259,1
-0.07483,-0.03322,1
-0.07674,-0.03385,1
-0.07866,-0.03448,1
-0.08057,-0.03511,1
-0.08248,-0.03574,1
-0.08435,-0.03649,1
-0.08620,-0.03731,1
-0.08804,-0.03812,1
-0.08988,-0.03893,1
-0.09173,-0.03974,1
-0.09046,-0.03857,1
-0.08894,-0.03724,1
-0.08743,-0.03591,1
-0.08591,-0.03458,1
-0.08410,-0.03369,1
-0.08230,-0.03280,1
-0.08049,-0.03191,1
-0.07868,-0.03102,1
-0.07681,-0.03030,1
-0.07488,-0.02972,1
-0.07295,-0.02914,1
-0.07102,-0.02856,1
-0.06907,-0.02805,1
-0.06708,-0.02774,1
-0.06509,-0.02744,1
-0.06366,-0.02723,1
-0.06565,-0.02759,1
-0.06763,-0.02795,1
-0.06961,-0.02830,1
-0.07160,-0.02866,1
-0.07352,-0.02926,1
-0.07542,-0.02993,1
-0.07732,-0.03059,1
-0.07922,-0.03126,1
-0.08107,-0.03205,1
-0.08282,-0.03304,1
-0.08457,-0.03404,1
-0.08632,-0.03503,1
-0.08808,-0.03603,1
-0.08960,-0.03735,1
-0.09112,-0.03867,1
-0.09162,-0.03974,1
-0.08978,-0.03893,1
-0.08794,-0.03811,1
-0.08609,-0.03730,1
-0.08425,-0.03648,1
-0.08239,-0.03571,1
-0.08048,-0.03507,1
-0.07857,-0.03443,1
-0.07666,-0.03379,1
-0.07475,-0.03316,1
-0.07283,-0.03252,1
-0.07092,-0.03188,1
-0.06901,-0.03125,1
-0.06710,-0.03061,1
-0.06519,-0.02997,1
-0.06332,-0.02921,1
-0.06145,-0.02845,1
-0.05958,-0.02770,1
-0.05772,-0.02694,1
-0.05585,-0.02619,1
-0.05398,-0.02543,1
-0.05211,-0.02467,1
-0.05211,-0.02467,0
-0.09593,-0.00882,0
-0.09593,-0.00882,1
-0.09794,-0.00902,1
-0.09996,-0.00923,1
-0.09802,-0.00916,1
-0.09600,-0.00908,1
-0.09398,-0.00900,1
-0.09196,-0.00893,1
-0.09007,-0.00959,1
-0.08819,-0.01034,1
-0.08631,-0.01108,1
-0.08450,-0.01199,1
-0.08274,-0.01297,1
-0.08097,-0.01396,1
-0.07920,-0.01494,1
-0.07744,-0.01593,1
-0.07576,-0.01706,1
-0.07408,-0.01818,1
-0.07240,-0.01931,1
-0.07072,-0.02043,1
-0.06903,-0.02156,1
-0.06735,-0.02268,1
-0.06555,-0.02359,1
-0.06372,-0.02445,1
-0.06189,-0.02531,1
-0.06006,-0.02617,1
-0.05822,-0.02672,1
-0.05633,-0.02599,1
-0.05445,-0.02526,1
-0.05256,-0.02452,1
-0.05068,-0.02379,1
-0.04879,-0.02306,1
-0.04691,-0.02232,1
-0.04502,-0.02159,1
-0.04314,-0.02086,1
-0.04125,-0.02012,1
-0.03937,-0.01939,1
-0.03748,-0.01865,1
-0.03921,-0.01932,1
-0.04109,-0.02006,1
-0.04297,-0.02079,1
-0.04486,-0.02153,1
-0.04674,-0.02226,1
-0.04863,-0.02299,1
-0.05051,-0.02373,1
-0.05240,-0.02446,1
-0.05428,-0.02519,1
-0.05617,-0.02593,1
-0.05805,-0.02666,1
-0.05990,-0.02624,1
-0.06172,-0.02537,1
-0.06355,-0.02450,1
-0.06538,-0.02364,1
-0.06718,-0.02273,1
-0.06886,-0.02160,1
-0.07054,-0.02048,1
-0.07222,-0.01935,1
-0.07390,-0.01823,1
-0.07558,-0.01710,1
-0.07726,-0.01597,1
-0.07903,-0.01498,1
-0.08079,-0.01399,1
-0.08256,-0.01301,1
-0.08432,-0.01202,1
-0.08613,-0.01113,1
-0.08802,-0.01039,1
-0.08990,-0.00965,1
-0.09178,-0.00892,1
-0.09380,-0.00887,1
-0.09583,-0.00882,1
-0.09583,-0.00882,0
-0.00193,-0.03657,0
-0.00193,-0.03657,1
-0.00096,-0.03776,1
0.00103,-0.03824,1
0.00302,-0.03872,1
0.00464,-0.03987,1
0.00612,-0.04129,1
0.00504,-0.04245,1
0.00332,-0.04356,1
0.00159,-0.04466,1
-0.00013,-0.04576,1
-0.00179,-0.04695,1
-0.00337,-0.04825,1
-0.00496,-0.04955,1
-0.00654,-0.05085,1
-0.00812,-0.05215,1
-0.00970,-0.05345,1
-0.01128,-0.05475,1
-0.01286,-0.05606,1
-0.01444,-0.05736,1
-0.01329,-0.05642,1
-0.01171,-0.05513,1
-0.01012,-0.05383,1
-0.00854,-0.05254,1
-0.00695,-0.05124,1
-0.00537,-0.04995,1
-0.00378,-0.04865,1
-0.00220,-0.04736,1
-0.00058,-0.04611,1
0.00116,-0.04502,1
0.00289,-0.04394,1
0.00462,-0.04285,1
0.00628,-0.04175,1
0.00491,-0.04022,1
0.00348,-0.03881,1
0.00149,-0.03833,1
-0.00050,-0.03785,1
-0.00187,-0.03693,1
-0.00019,-0.03693,1
0.00017,-0.03701,1
-0.00183,-0.03657,1
-0.00183,-0.03657,0
-0.00652,-0.00391,0
-0.00652,-0.00391,1
-0.00841,-0.00469,1
-0.01031,-0.00547,1
-0.01220,-0.00625,1
-0.01409,-0.00702,1
-0.01599,-0.00780,1
-0.01788,-0.00858,1
-0.01977,-0.00936,1
-0.01969,-0.01078,1
-0.01780,-0.01046,1
-0.01672,-0.00990,1
-0.01864,-0.01060,1
-0.02037,-0.01041,1
-0.01905,-0.00912,1
-0.01716,-0.00833,1
-0.01527,-0.00755,1
-0.01338,-0.00676,1
-0.01149,-0.00598,1
-0.00960,-0.00519,1
-0.00771,-0.00441,1
-0.00639,-0.00460,1
-0.00799,-0.00587,1
-0.00959,-0.00715,1
-0.01061,-0.00796,1
-0.00900,-0.00671,1
-0.00738,-0.00545,1
-0.00642,-0.00402,1
-0.00642,-0.00402,0
-0.09718,0.01685,0
-0.09718,0.01685,1
-0.09911,0.01628,1
-0.09895,0.01623,1
-0.09699,0.01664,1
-0.09815,0.01503,1
-0.09832,0.01390,1
-0.09632,0.01380,1
-0.09431,0.01370,1
-0.09231,0.01360,1
-0.09031,0.01350,1
-0.08851,0.01333,1
-0.08991,0.01206,1
-0.08934,0.01069,1
-0.09127,0.01016,1
-0.09320,0.00962,1
-0.09514,0.00909,1
-0.09707,0.00855,1
-0.09900,0.00802,1
-0.09885,0.00805,1
-0.09692,0.00857,1
-0.09498,0.00908,1
-0.09304,0.00960,1
-0.09110,0.01012,1
-0.08917,0.01063,1
-0.08997,0.01214,1
-0.08837,0.01330,1
-0.09003,0.01348,1
-0.09203,0.01356,1
-0.09403,0.01364,1
-0.09604,0.01372,1
-0.09804,0.01380,1
-0.09800,0.01507,1
-0.09708,0.01685,1
-0.09708,0.01685,0
-0.09844,0.02102,0
-0.09844,0.02102,1
-0.09837,0.02081,1
-0.09647,0.02056,1
-0.09452,0.01997,1
-0.09257,0.01939,1
-0.09071,0.01859,1
-0.08891,0.01765,1
-0.08711,0.01670,1
-0.08531,0.01575,1
-0.08351,0.01481,1
-0.08171,0.01386,1
-0.08003,0.01270,1
-0.07837,0.01153,1
-0.07670,0.01036,1
-0.07508,0.00913,1
-0.07353,0.00782,1
-0.07198,0.00650,1
-0.07043,0.00518,1
-0.06888,0.00387,1
-0.06733,0.00255,1
-0.06578,0.00123,1
-0.06420,-0.00004,1
-0.06252,-0.00119,1
-0.06084,-0.00235,1
-0.05917,-0.00350,1
-0.05749,-0.00465,1
-0.05738,-0.00473,1
-0.05905,-0.00356,1
-0.06072,-0.00240,1
-0.06238,-0.00123,1
-0.06405,-0.00007,1
-0.06566,0.00117,1
-0.06725,0.00244,1
-0.06884,0.00371,1
-0.07043,0.00498,1
-0.07202,0.00625,1
-0.07361,0.00752,1
-0.07520,0.00879,1
-0.07678,0.01007,1
-0.07837,0.01134,1
-0.07996,0.01261,1
-0.08159,0.01382,1
-0.08338,0.01478,1
-0.08517,0.01575,1
-0.08696,0.01672,1
-0.08875,0.01768,1
-0.09056,0.01860,1
-0.09250,0.01921,1
-0.09445,0.01981,1
-0.09639,0.02042,1
-0.09833,0.02102,1
-0.09833,0.02102,0
0.05378,0.02353,0
0.05378,0.02353,1
0.05455,0.02160,1
0.05514,0.01963,1
0.05543,0.01758,1
0.05571,0.01553,1
0.05600,0.01348,1
0.05687,0.01190,1
0.05884,0.01137,1
0.06089,0.01168,1
0.06278,0.01099,1
0.06463,0.01007,1
0.06633,0.01084,1
0.06839,0.01070,1
0.07046,0.01057,1
0.07158,0.01110,1
0.06964,0.01183,1
0.06770,0.01257,1
0.06576,0.01330,1
0.06383,0.01403,1
0.06193,0.01485,1
0.06015,0.01590,1
0.05836,0.01695,1
0.05664,0.01809,1
0.05510,0.01946,1
0.05450,0.02144,1
0.05389,0.02342,1
0.05389,0.02342,0
0.02822,0.04439,0
0.02822,0.04439,1
0.02624,0.04402,1
0.02425,0.04365,1
0.02226,0.04328,1
0.02028,0.04290,1
0.01846,0.04206,1
0.01668,0.04109,1
0.01524,0.04031,1
0.01702,0.04127,1
0.01879,0.04224,1
0.02065,0.04268,1
0.02256,0.04271,1
0.02254,0.04277,1
0.02245,0.04320,1
0.02443,0.04361,1
0.02641,0.04402,1
0.02839,0.04439,1
0.03041,0.04430,1
0.03243,0.04422,1
0.03439,0.04382,1
0.03632,0.04321,1
0.03824,0.04260,1
0.03818,0.04262,1
0.03626,0.04323,1
0.03433,0.04384,1
0.03236,0.04422,1
0.03034,0.04431,1
0.02833,0.04439,1
0.02833,0.04439,0
0.00454,-0.03438,0
0.00454,-0.03438,1
0.00263,-0.03501,1
0.00278,-0.03653,1
0.00415,-0.03800,1
0.00395,-0.03838,1
0.00209,-0.03762,1
0.00347,-0.03801,1
0.00516,-0.03847,1
0.00356,-0.03726,1
0.00231,-0.03591,1
0.00362,-0.03489,1
0.00560,-0.03453,1
0.00750,-0.03483,1
0.00849,-0.03522,1
0.00665,-0.03447,1
0.00464,-0.03438,1
0.00464,-0.03438,0
-0.06849,-0.03208,0
-0.06849,-0.03208,1
-0.07036,-0.03283,1
-0.07223,-0.03358,1
-0.07410,-0.03432,1
-0.07597,-0.03507,1
-0.07784,-0.03582,1
-0.07971,-0.03656,1
-0.08158,-0.03731,1
-0.08345,-0.03806,1
-0.08533,-0.03880,1
-0.08720,-0.03955,1
-0.08907,-0.04030,1
-0.09094,-0.04104,1
-0.09281,-0.04179,1
-0.09468,-0.04254,1
-0.09655,-0.04328,1
-0.09842,-0.04403,1
-0.09963,-0.04457,1
-0.09879,-0.04381,1
-0.09691,-0.04309,1
-0.09503,-0.04238,1
-0.09315,-0.04166,1
-0.09126,-0.04095,1
-0.08938,-0.04023,1
-0.08750,-0.03952,1
-0.08561,-0.03881,1
-0.08373,-0.03809,1
-0.08185,-0.03738,1
-0.07997,-0.03666,1
-0.07808,-0.03595,1
-0.07620,-0.03523,1
-0.07432,-0.03452,1
-0.07244,-0.03380,1
-0.07055,-0.03309,1
-0.06867,-0.03237,1
-0.06938,-0.03306,1
-0.07101,-0.03425,1
-0.07264,-0.03544,1
-0.07426,-0.03663,1
-0.07589,-0.03781,1
-0.07751,-0.03900,1
-0.07914,-0.04019,1
-0.08077,-0.04138,1
-0.08222,-0.04276,1
-0.08358,-0.04425,1
-0.08493,-0.04574,1
-0.08629,-0.04722,1
-0.08765,-0.04871,1
-0.08901,-0.05020,1
-0.09032,-0.05172,1
-0.09149,-0.05336,1
-0.09265,-0.05501,1
-0.09381,-0.05666,1
-0.09417,-0.05720,1
-0.09298,-0.05558,1
