u,v,pen
-0.00005,0.00516,0
0.00162,0.00829,0
0.00162,0.00829,1
0.00196,0.00603,1
0.00257,0.00390,1
0.00443,0.00287,1
0.00254,0.00386,1
0.00201,0.00603,1
0.00172,0.00829,1
0.00172,0.00829,0
0.08372,0.00913,0
0.08372,0.00913,1
0.08357,0.00763,1
0.08365,0.00795,1
0.08362,0.00902,1
0.08362,0.00902,0
0.04846,0.01215,0
0.04846,0.01215,1
0.04866,0.01012,1
0.04886,0.00809,1
0.04891,0.00760,1
0.04870,0.00963,1
0.04850,0.01166,1
0.04928,0.01062,1
0.04953,0.00871,1
0.04922,0.00669,1
0.04948,0.00836,1
0.04948,0.01033,1
0.04857,0.01215,1
0.04857,0.01215,0
0.00214,0.01414,0
0.00214,0.01414,1
0.00216,0.01196,1
0.00219,0.00979,1
0.00222,0.00761,1
0.00226,0.00544,1
0.00333,0.00367,1
0.00349,0.00364,1
0.00229,0.00534,1
0.00222,0.00751,1
0.00219,0.00968,1
0.00217,0.01186,1
0.00214,0.01403,1
0.00214,0.01403,0
0.03177,0.01883,0
0.03177,0.01883,1
0.03151,0.01674,1
0.03209,0.01543,1
0.03420,0.01553,1
0.03454,0.01555,1
0.03244,0.01543,1
0.03174,0.01672,1
0.03187,0.01882,1
0.03333,0.01733,1
0.03479,0.01581,1
0.03334,0.01732,1
0.03187,0.01883,1
0.03187,0.01883,0
0.02311,0.02300,0
0.02311,0.02300,1
0.02335,0.02112,1
0.02356,0.02290,1
0.02346,0.02136,1
0.02321,0.02300,1
0.02321,0.02300,0
0.05243,0.02593,0
0.05243,0.02593,1
0.05269,0.02508,1
0.05343,0.02484,1
0.05253,0.02593,1
0.05253,0.02593,0
0.05138,0.02895,0
0.05138,0.02895,1
0.05149,0.02767,1
0.05162,0.02822,1
0.05149,0.02885,1
0.05149,0.02885,0
0.04564,0.02947,0
0.04564,0.02947,1
0.04493,0.02759,1
0.04545,0.02572,1
0.04486,0.02717,1
0.04556,0.02902,1
0.04705,0.02867,1
0.04877,0.02762,1
0.04747,0.02842,1
0.04575,0.02947,1
0.04575,0.02947,0
-0.02749,0.05649,0
-0.02749,0.05649,1
-0.02897,0.05508,1
-0.02956,0.05335,1
-0.02870,0.05158,1
-0.02715,0.05251,1
-0.02557,0.05381,1
-0.02399,0.05510,1
-0.02593,0.05514,1
-0.02739,0.05649,1
-0.02739,0.05649,0
0.05420,-0.02061,0
0.05420,-0.02061,1
0.05420,-0.02276,1
0.05320,-0.02461,1
0.05244,-0.02443,1
0.05304,-0.02236,1
0.05420,-0.02071,1
0.05420,-0.02071,0
0.03657,-0.01612,0
0.03657,-0.01612,1
0.03703,-0.01836,1
0.03682,-0.02068,1
0.03850,-0.02036,1
0.03677,-0.02088,1
0.03672,-0.01855,1
0.03667,-0.01622,1
0.03667,-0.01622,0
-0.01320,-0.00944,0
-0.01320,-0.00944,1
-0.01494,-0.01043,1
-0.01669,-0.01141,1
-0.01843,-0.01240,1
-0.02018,-0.01339,1
-0.02193,-0.01437,1
-0.02367,-0.01536,1
-0.02496,-0.01612,1
-0.02313,-0.01530,1
-0.02130,-0.01449,1
-0.01947,-0.01367,1
-0.01771,-0.01272,1
-0.01683,-0.01204,1
-0.01863,-0.01294,1
-0.02042,-0.01384,1
-0.02221,-0.01473,1
-0.02401,-0.01563,1
-0.02378,-0.01545,1
-0.02204,-0.01447,1
-0.02029,-0.01348,1
-0.01854,-0.01250,1
-0.01680,-0.01152,1
-0.01505,-0.01053,1
-0.01330,-0.00955,1
-0.01330,-0.00955,0
0.02906,-0.00276,0
0.02906,-0.00276,1
0.02696,-0.00332,1
0.02487,-0.00387,1
0.02420,-0.00460,1
0.02618,-0.00489,1
0.02826,-0.00430,1
0.02916,-0.00276,1
0.02916,-0.00276,0
0.01758,0.00214,0
0.01758,0.00214,1
0.01773,0.00163,1
0.01768,0.00214,1
0.01768,0.00214,0
0.02040,0.00475,0
0.02040,0.00475,1
0.01858,0.00343,1
0.01802,0.00327,1
0.01865,0.00330,1
0.02050,0.00475,1
0.02050,0.00475,0
0.01236,0.01904,0
0.01236,0.01904,1
0.01211,0.01693,1
0.01203,0.01481,1
0.01227,0.01270,1
0.01252,0.01058,1
0.01411,0.01094,1
0.01375,0.01271,1
0.01314,0.01473,1
0.01280,0.01683,1
0.01247,0.01894,1
0.01247,0.01894,0
-0.09896,-0.05295,0
-0.09896,-0.05295,1
-0.09918,-0.05322,1
-0.09887,-0.05450,1
-0.09918,-0.05651,1
-0.09929,-0.05698,1
-0.09907,-0.05496,1
-0.09885,-0.05295,1
-0.09885,-0.05295,0
0.07548,-0.04731,0
0.07548,-0.04731,1
0.07711,-0.04870,1
0.07874,-0.05008,1
0.08036,-0.05146,1
0.08199,-0.05284,1
0.08362,-0.05422,1
0.08517,-0.05563,1
0.08477,-0.05773,1
0.08515,-0.05566,1
0.08371,-0.05423,1
0.08206,-0.05286,1
0.08042,-0.05150,1
0.07877,-0.05014,1
0.07713,-0.04878,1
0.07548,-0.04742,1
0.07548,-0.04742,0
0.03855,-0.04606,0
0.03855,-0.04606,1
0.03833,-0.04818,1
0.03811,-0.05030,1
0.03759,-0.05235,1
0.03689,-0.05437,1
0.03620,-0.05638,1
0.03617,-0.05647,1
0.03688,-0.05446,1
0.03758,-0.05245,1
0.03811,-0.05040,1
0.03833,-0.04828,1
0.03855,-0.04617,1
0.03855,-0.04617,0
0.03886,-0.04596,0
0.03886,-0.04596,1
0.03866,-0.04797,1
0.03846,-0.04998,1
0.03808,-0.05195,1
0.03744,-0.05387,1
0.03680,-0.05579,1
0.03617,-0.05770,1
0.03679,-0.05588,1
0.03745,-0.05397,1
0.03811,-0.05206,1
0.03847,-0.05008,1
0.03867,-0.04807,1
0.03886,-0.04606,1
0.03886,-0.04606,0
0.05295,-0.04397,0
0.05295,-0.04397,1
0.05355,-0.04520,1
0.05373,-0.04513,1
0.05295,-0.04408,1
0.05295,-0.04408,0
-0.03135,-0.04366,0
-0.03135,-0.04366,1
-0.03328,-0.04423,1
-0.03522,-0.04479,1
-0.03715,-0.04536,1
-0.03908,-0.04593,1
-0.04101,-0.04649,1
-0.04294,-0.04706,1
-0.04488,-0.04762,1
-0.04681,-0.04819,1
-0.04874,-0.04876,1
-0.05067,-0.04932,1
-0.05251,-0.05008,1
-0.05414,-0.05126,1
-0.05577,-0.05245,1
-0.05740,-0.05363,1
-0.05903,-0.05481,1
-0.06066,-0.05600,1
-0.06229,-0.05718,1
-0.06222,-0.05713,1
-0.06058,-0.05596,1
-0.05895,-0.05478,1
-0.05731,-0.05361,1
-0.05568,-0.05243,1
-0.05404,-0.05125,1
-0.05241,-0.05008,1
-0.05057,-0.04932,1
-0.04864,-0.04876,1
-0.04671,-0.04819,1
-0.04477,-0.04762,1
-0.04284,-0.04706,1
-0.04091,-0.04649,1
-0.03898,-0.04593,1
-0.03704,-0.04536,1
-0.03511,-0.04479,1
-0.03318,-0.04423,1
-0.03125,-0.04366,1
-0.03125,-0.04366,0
0.05889,-0.03751,0
0.05889,-0.03751,1
0.06051,-0.03842,1
0.05998,-0.04037,1
0.05871,-0.04190,1
0.05823,-0.04158,1
0.05856,-0.03960,1
0.05889,-0.03761,1
0.05889,-0.03761,0
-0.07423,-0.03594,0
-0.07423,-0.03594,1
-0.07583,-0.03718,1
-0.07743,-0.03841,1
-0.07903,-0.03964,1
-0.08063,-0.04088,1
-0.08213,-0.04221,1
-0.08351,-0.04369,1
-0.08490,-0.04516,1
-0.08628,-0.04663,1
-0.08499,-0.04529,1
-0.08359,-0.04383,1
-0.08219,-0.04237,1
-0.08072,-0.04100,1
-0.07912,-0.03976,1
-0.07753,-0.03852,1
-0.07593,-0.03728,1
-0.07433,-0.03605,1
-0.07433,-0.03605,0
0.05389,-0.03093,0
0.05389,-0.03093,1
0.05285,-0.03269,1
0.05219,-0.03456,1
0.05212,-0.03660,1
0.05211,-0.03470,1
0.05282,-0.03284,1
0.05378,-0.03104,1
0.05378,-0.03104,0
0.00016,-0.02812,0
0.00016,-0.02812,1
0.00196,-0.02920,1
0.00376,-0.03029,1
0.00557,-0.03138,1
0.00729,-0.03258,1
0.00886,-0.03398,1
0.01043,-0.03538,1
0.00897,-0.03406,1
0.00740,-0.03266,1
0.00572,-0.03140,1
0.00390,-0.03034,1
0.00208,-0.02928,1
0.00026,-0.02822,1
0.00026,-0.02822,0
-0.05733,-0.02760,0
-0.05733,-0.02760,1
-0.05927,-0.02839,1
-0.06121,-0.02918,1
-0.06315,-0.02998,1
-0.06508,-0.03077,1
-0.06685,-0.03186,1
-0.06846,-0.03320,1
-0.07006,-0.03455,1
-0.07167,-0.03589,1
-0.07328,-0.03723,1
-0.07483,-0.03852,1
-0.07321,-0.03719,1
-0.07159,-0.03586,1
-0.06998,-0.03452,1
-0.06836,-0.03319,1
-0.06675,-0.03185,1
-0.06498,-0.03077,1
-0.06304,-0.02998,1
-0.06110,-0.02918,1
-0.05916,-0.02839,1
-0.05722,-0.02760,1
-0.05722,-0.02760,0
0.01372,-0.02572,0
0.01372,-0.02572,1
0.01346,-0.02793,1
0.01321,-0.03014,1
0.01427,-0.03082,1
0.01437,-0.03080,1
0.01320,-0.03024,1
0.01346,-0.02803,1
0.01372,-0.02582,1
0.01372,-0.02582,0
0.01372,-0.02530,0
0.01372,-0.02530,1
0.01472,-0.02716,1
0.01573,-0.02903,1
0.01527,-0.03097,1
0.01525,-0.03102,1
0.01575,-0.02907,1
0.01479,-0.02718,1
0.01382,-0.02530,1
0.01382,-0.02530,0
0.02394,-0.02509,0
0.02394,-0.02509,1
0.02315,-0.02724,1
0.02235,-0.02938,1
0.02025,-0.02910,1
0.02210,-0.02939,1
0.02302,-0.02729,1
0.02394,-0.02520,1
0.02394,-0.02520,0
0.08362,-0.02426,0
0.08362,-0.02426,1
0.08162,-0.02500,1
0.07962,-0.02575,1
0.07762,-0.02649,1
0.07929,-0.02582,1
0.08126,-0.02502,1
0.08327,-0.02441,1
0.08538,-0.02471,1
0.08581,-0.02470,1
0.08372,-0.02426,1
0.08372,-0.02426,0
0.01393,-0.02405,0
0.01393,-0.02405,1
0.01575,-0.02500,1
0.01774,-0.02538,1
0.01788,-0.02540,1
0.01587,-0.02507,1
0.01403,-0.02415,1
0.01403,-0.02415,0
-0.06714,-0.02321,0
-0.06714,-0.02321,1
-0.06534,-0.02440,1
-0.06354,-0.02558,1
-0.06147,-0.02615,1
-0.06132,-0.02620,1
-0.06338,-0.02559,1
-0.06520,-0.02445,1
-0.06703,-0.02332,1
-0.06703,-0.02332,0
0.00037,-0.02165,0
0.00037,-0.02165,1
-0.00133,-0.02274,1
-0.00302,-0.02384,1
-0.00471,-0.02493,1
-0.00640,-0.02602,1
-0.00809,-0.02712,1
-0.00991,-0.02798,1
-0.01174,-0.02883,1
-0.01178,-0.02886,1
-0.00995,-0.02802,1
-0.00811,-0.02719,1
-0.00642,-0.02611,1
-0.00472,-0.02502,1
-0.00303,-0.02393,1
-0.00133,-0.02284,1
0.00037,-0.02175,1
0.00037,-0.02175,0
0.03657,-0.02144,0
0.03657,-0.02144,1
0.03695,-0.02146,1
0.03876,-0.02233,1
0.03667,-0.02144,1
0.03667,-0.02144,0
0.01247,-0.02092,0
0.01247,-0.02092,1
0.01452,-0.02231,1
0.01640,-0.02147,1
0.01462,-0.02231,1
0.01257,-0.02092,1
0.01257,-0.02092,0
0.05420,-0.02050,0
0.05420,-0.02050,1
0.05300,-0.02244,1
0.05232,-0.02452,1
0.05307,-0.02469,1
0.05414,-0.02277,1
0.05430,-0.02050,1
0.05430,-0.02050,0
0.08779,-0.01591,0
0.08779,-0.01591,1
0.08717,-0.01800,1
0.08656,-0.02010,1
0.08667,-0.02225,1
0.08695,-0.02442,1
0.08668,-0.02235,1
0.08653,-0.02020,1
0.08716,-0.01811,1
0.08779,-0.01601,1
0.08779,-0.01601,0
0.02718,-0.01487,0
0.02718,-0.01487,1
0.02921,-0.01553,1
0.03107,-0.01633,1
0.03142,-0.01843,1
0.02954,-0.01835,1
0.02824,-0.01676,1
0.02707,-0.01497,1
0.02707,-0.01497,0
0.01852,-0.00537,0
0.01852,-0.00537,1
0.01905,-0.00594,1
0.01862,-0.00537,1
0.01862,-0.00537,0
0.02843,-0.00318,0
0.02843,-0.00318,1
0.02815,-0.00328,1
0.02853,-0.00318,1
0.02853,-0.00318,0
0.01748,0.00297,0
0.01748,0.00297,1
0.01581,0.00115,1
0.01597,0.00121,1
0.01758,0.00297,1
0.01758,0.00297,0
0.00642,0.00370,0
0.00642,0.00370,1
0.00606,0.00170,1
0.00571,-0.00030,1
0.00535,-0.00230,1
0.00500,-0.00430,1
0.00464,-0.00630,1
0.00493,-0.00831,1
0.00523,-0.01032,1
0.00522,-0.01031,1
0.00493,-0.00829,1
0.00465,-0.00628,1
0.00502,-0.00429,1
0.00540,-0.00229,1
0.00577,-0.00029,1
0.00615,0.00171,1
0.00652,0.00370,1
0.00652,0.00370,0
0.01852,0.00496,0
0.01852,0.00496,1
0.02048,0.00495,1
0.01862,0.00496,1
0.01862,0.00496,0
0.01508,0.00516,0
0.01508,0.00516,1
0.01666,0.00462,1
0.01518,0.00506,1
0.01518,0.00506,0
0.01268,0.00621,0
0.01268,0.00621,1
0.01313,0.00548,1
0.01438,0.00458,1
0.01268,0.00610,1
0.01268,0.00610,0
0.03594,0.00662,0
0.03594,0.00662,1
0.03691,0.00583,1
0.03673,0.00618,1
0.03605,0.00652,1
0.03605,0.00652,0
-0.01184,0.01069,0
-0.01184,0.01069,1
-0.01078,0.00875,1
-0.01037,0.00884,1
-0.01174,0.01069,1
-0.01174,0.01069,0
0.06182,0.01299,0
0.06182,0.01299,1
0.06379,0.01174,1
0.06411,0.01148,1
0.06208,0.01263,1
0.06383,0.01249,1
0.06192,0.01299,1
0.06192,0.01299,0
0.03479,0.01320,0
0.03479,0.01320,1
0.03532,0.01196,1
0.03490,0.01320,1
0.03490,0.01320,0
0.00840,0.01382,0
0.00840,0.01382,1
0.00864,0.01183,1
0.00887,0.00983,1
0.00970,0.00802,1
0.01067,0.00625,1
0.00975,0.00793,1
0.00889,0.00972,1
0.00864,0.01172,1
0.00840,0.01372,1
0.00840,0.01372,0
0.00433,0.01528,0
0.00433,0.01528,1
0.00406,0.01317,1
0.00379,0.01105,1
0.00305,0.01169,1
0.00305,0.01177,1
0.00387,0.01093,1
0.00410,0.01306,1
0.00433,0.01518,1
0.00433,0.01518,0
0.01236,0.01883,0
0.01236,0.01883,1
0.01289,0.01682,1
0.01342,0.01482,1
0.01395,0.01281,1
0.01435,0.01087,1
0.01255,0.01048,1
0.01230,0.01254,1
0.01205,0.01460,1
0.01206,0.01666,1
0.01226,0.01873,1
0.01226,0.01873,0
0.00276,0.02102,0
0.00276,0.02102,1
0.00161,0.01935,1
0.00045,0.01767,1
-0.00070,0.01599,1
-0.00186,0.01431,1
-0.00301,0.01264,1
-0.00445,0.01130,1
-0.00631,0.01048,1
-0.00818,0.00966,1
-0.00822,0.00963,1
-0.00635,0.01044,1
-0.00448,0.01125,1
-0.00299,0.01252,1
-0.00184,0.01420,1
-0.00069,0.01588,1
0.00046,0.01756,1
0.00161,0.01924,1
0.00276,0.02092,1
0.00276,0.02092,0
0.02186,0.02332,0
0.02186,0.02332,1
0.02231,0.02164,1
0.02175,0.02321,1
0.02175,0.02321,0
0.04784,0.02363,0
0.04784,0.02363,1
0.04794,0.02363,1
0.04794,0.02363,0
0.05211,0.02415,0
0.05211,0.02415,1
0.05201,0.02405,1
0.05201,0.02405,0
0.04700,0.02791,0
0.04700,0.02791,1
0.04808,0.02634,1
0.04710,0.02780,1
0.04710,0.02780,0
0.03187,0.02833,0
0.03187,0.02833,1
0.03324,0.02596,1
0.03198,0.02833,1
0.03198,0.02833,0
0.01455,0.03020,0
0.01455,0.03020,1
0.01407,0.02817,1
0.01359,0.02613,1
0.01310,0.02410,1
0.01262,0.02206,1
0.01301,0.02369,1
0.01350,0.02572,1
0.01399,0.02776,1
0.01448,0.02979,1
0.01444,0.02833,1
0.01431,0.02624,1
0.01432,0.02603,1
0.01449,0.02812,1
0.01466,0.03020,1
0.01466,0.03020,0
0.02520,0.04189,0
0.02520,0.04189,1
0.02329,0.04113,1
0.02478,0.04179,1
0.02683,0.04185,1
0.02735,0.04189,1
0.02530,0.04189,1
0.02530,0.04189,0
0.06463,0.05347,0
0.06463,0.05347,1
0.06307,0.05217,1
0.06151,0.05087,1
0.05994,0.04957,1
0.05838,0.04827,1
0.05682,0.04697,1
0.05525,0.04567,1
0.05353,0.04462,1
0.05171,0.04371,1
0.04990,0.04279,1
0.04808,0.04187,1
0.04627,0.04096,1
0.04445,0.04004,1
0.04615,0.04090,1
0.04796,0.04181,1
0.04978,0.04273,1
0.05159,0.04364,1
0.05341,0.04456,1
0.05521,0.04550,1
0.05676,0.04681,1
0.05832,0.04812,1
0.05987,0.04943,1
0.06142,0.05074,1
0.06297,0.05205,1
0.06453,0.05336,1
0.06453,0.05336,0
0.05149,-0.04022,0
0.05149,-0.04022,1
0.05205,-0.04163,1
0.05149,-0.04032,1
0.05149,-0.04032,0
0.05149,-0.04001,0
0.05149,-0.04001,1
0.05186,-0.04165,1
0.05159,-0.04011,1
0.05159,-0.04011,0
0.02937,-0.01841,0
0.02937,-0.01841,1
0.03120,-0.01918,1
0.02937,-0.01852,1
0.02937,-0.01852,0
0.01195,-0.01455,0
0.01195,-0.01455,1
0.01216,-0.01691,1
0.01237,-0.01926,1
0.01192,-0.01931,1
0.01172,-0.01702,1
0.01184,-0.01466,1
0.01184,-0.01466,0
0.01195,-0.01435,0
0.01195,-0.01435,1
0.01180,-0.01636,1
0.01166,-0.01836,1
0.01213,-0.02030,1
0.01212,-0.01848,1
0.01209,-0.01646,1
0.01205,-0.01445,1
0.01205,-0.01445,0
0.03918,0.00005,0
0.03918,0.00005,1
0.03741,-0.00119,1
0.03565,-0.00244,1
0.03751,-0.00154,1
0.03907,-0.00005,1
0.03907,-0.00005,0
-0.01184,0.01059,0
-0.01184,0.01059,1
-0.01054,0.00883,1
-0.01184,0.01049,1
-0.01184,0.01049,0
0.02196,0.02342,0
0.02196,0.02342,1
0.02198,0.02148,1
0.02207,0.02332,1
0.02207,0.02332,0
0.04784,0.02353,0
0.04784,0.02353,1
0.04784,0.02342,1
0.04784,0.02342,0
0.05211,0.02426,0
0.05211,0.02426,1
0.05251,0.02271,1
0.05222,0.02426,1
0.05222,0.02426,0
0.01612,0.02457,0
0.01612,0.02457,1
0.01601,0.02447,1
0.01601,0.02447,0
0.04710,0.02780,0
0.04710,0.02780,1
0.04700,0.02770,1
0.04700,0.02770,0
0.03187,0.02822,0
0.03187,0.02822,1
0.03355,0.02619,1
0.03177,0.02812,1
0.03177,0.02812,0
0.05003,0.02926,0
0.05003,0.02926,1
0.04987,0.02720,1
0.04967,0.02524,1
0.04961,0.02713,1
0.05003,0.02916,1
0.05003,0.02916,0
0.05013,0.02947,0
0.05013,0.02947,1
0.04952,0.02740,1
0.04968,0.02532,1
0.04992,0.02722,1
0.05013,0.02937,1
0.05013,0.02937,0
0.02551,0.04158,0
0.02551,0.04158,1
0.02341,0.04088,1
0.02540,0.04119,1
0.02758,0.04156,1
0.02561,0.04158,1
0.02561,0.04158,0
0.05900,-0.05576,0
0.05900,-0.05576,1
0.05838,-0.05772,1
0.05910,-0.05587,1
0.05910,-0.05587,0
0.05879,-0.05566,0
0.05879,-0.05566,1
0.05797,-0.05749,1
0.05879,-0.05576,1
0.05879,-0.05576,0
0.07600,-0.05524,0
0.07600,-0.05524,1
0.07713,-0.05750,1
0.07600,-0.05535,1
0.07600,-0.05535,0
0.00276,-0.05462,0
0.00276,-0.05462,1
0.00358,-0.05728,1
0.00276,-0.05472,1
0.00276,-0.05472,0
-0.05097,-0.05409,0
-0.05097,-0.05409,1
-0.05290,-0.05537,1
-0.05484,-0.05665,1
-0.05496,-0.05673,1
-0.05301,-0.05547,1
-0.05107,-0.05420,1
-0.05107,-0.05420,0
0.05409,-0.05389,0
0.05409,-0.05389,1
0.05249,-0.05570,1
0.05089,-0.05751,1
0.05246,-0.05578,1
0.05409,-0.05399,1
0.05409,-0.05399,0
-0.00037,-0.05274,0
-0.00037,-0.05274,1
-0.00140,-0.05472,1
-0.00243,-0.05670,1
-0.00250,-0.05682,1
-0.00148,-0.05483,1
-0.00047,-0.05284,1
-0.00047,-0.05284,0
-0.00256,-0.05263,0
-0.00256,-0.05263,1
-0.00422,-0.05396,1
-0.00587,-0.05529,1
-0.00592,-0.05534,1
-0.00424,-0.05404,1
-0.00256,-0.05274,1
-0.00256,-0.05274,0
0.06119,-0.05211,0
0.06119,-0.05211,1
0.06090,-0.05437,1
0.06060,-0.05663,1
0.06063,-0.05661,1
0.06096,-0.05436,1
0.06129,-0.05211,1
0.06129,-0.05211,0
0.00464,-0.05055,0
0.00464,-0.05055,1
0.00377,-0.05245,1
0.00290,-0.05435,1
0.00369,-0.05256,1
0.00454,-0.05065,1
0.00454,-0.05065,0
0.01821,-0.05003,0
0.01821,-0.05003,1
0.01853,-0.05210,1
0.01886,-0.05417,1
0.01918,-0.05624,1
0.01920,-0.05634,1
0.01887,-0.05427,1
0.01854,-0.05220,1
0.01821,-0.05013,1
0.01821,-0.05013,0
0.01800,-0.05003,0
0.01800,-0.05003,1
0.01737,-0.05222,1
0.01675,-0.05441,1
0.01613,-0.05660,1
0.01611,-0.05670,1
0.01674,-0.05451,1
0.01737,-0.05232,1
0.01800,-0.05013,1
0.01800,-0.05013,0
0.07423,-0.04940,0
0.07423,-0.04940,1
0.07467,-0.05142,1
0.07511,-0.05344,1
0.07555,-0.05547,1
0.07599,-0.05749,1
0.07557,-0.05557,1
0.07512,-0.05355,1
0.07468,-0.05153,1
0.07423,-0.04950,1
0.07423,-0.04950,0
0.05733,-0.04940,0
0.05733,-0.04940,1
0.05576,-0.05152,1
0.05567,-0.05163,1
0.05722,-0.04950,1
0.05722,-0.04950,0
0.07444,-0.04930,0
0.07444,-0.04930,1
0.07545,-0.05114,1
0.07647,-0.05299,1
0.07748,-0.05483,1
0.07850,-0.05668,1
0.07854,-0.05676,1
0.07751,-0.05492,1
0.07649,-0.05308,1
0.07546,-0.05124,1
0.07444,-0.04940,1
0.07444,-0.04940,0
0.03730,-0.04815,0
0.03730,-0.04815,1
0.03672,-0.05027,1
0.03614,-0.05239,1
0.03557,-0.05451,1
0.03499,-0.05664,1
0.03497,-0.05673,1
0.03555,-0.05461,1
0.03613,-0.05249,1
0.03672,-0.05037,1
0.03730,-0.04825,1
0.03730,-0.04825,0
0.03709,-0.04794,0
0.03709,-0.04794,1
0.03649,-0.05004,1
0.03589,-0.05214,1
0.03529,-0.05424,1
0.03469,-0.05634,1
0.03467,-0.05643,1
0.03527,-0.05434,1
0.03588,-0.05224,1
0.03648,-0.05014,1
0.03709,-0.04804,1
0.03709,-0.04804,0
0.07527,-0.04742,0
0.07527,-0.04742,1
0.07624,-0.04927,1
0.07720,-0.05112,1
0.07816,-0.05297,1
0.07913,-0.05482,1
0.08009,-0.05668,1
0.08013,-0.05676,1
0.07916,-0.05491,1
0.07819,-0.05306,1
0.07722,-0.05122,1
0.07625,-0.04937,1
0.07527,-0.04752,1
0.07527,-0.04752,0
-0.08665,-0.04710,0
-0.08665,-0.04710,1
-0.08794,-0.04873,1
-0.08923,-0.05036,1
-0.09053,-0.05199,1
-0.09182,-0.05362,1
-0.09311,-0.05525,1
-0.09440,-0.05687,1
-0.09450,-0.05699,1
-0.09321,-0.05536,1
-0.09191,-0.05373,1
-0.09062,-0.05210,1
-0.08933,-0.05047,1
-0.08804,-0.04884,1
-0.08675,-0.04721,1
-0.08675,-0.04721,0
0.07496,-0.04523,0
0.07496,-0.04523,1
0.07656,-0.04649,1
0.07816,-0.04775,1
0.07977,-0.04901,1
0.08137,-0.05028,1
0.08297,-0.05154,1
0.08308,-0.05163,1
0.08148,-0.05037,1
0.07988,-0.04911,1
0.07827,-0.04785,1
0.07667,-0.04659,1
0.07507,-0.04533,1
0.07507,-0.04533,0
0.07402,-0.04491,0
0.07402,-0.04491,1
0.07564,-0.04639,1
0.07726,-0.04786,1
0.07887,-0.04933,1
0.08049,-0.05080,1
0.08211,-0.05227,1
0.08060,-0.05090,1
0.07898,-0.04943,1
0.07736,-0.04796,1
0.07574,-0.04649,1
0.07413,-0.04502,1
0.07413,-0.04502,0
0.05973,-0.04387,0
0.05973,-0.04387,1
0.05891,-0.04633,1
0.05973,-0.04397,1
0.05973,-0.04397,0
0.00621,-0.04377,0
0.00621,-0.04377,1
0.00465,-0.04524,1
0.00310,-0.04671,1
0.00316,-0.04667,1
0.00474,-0.04522,1
0.00631,-0.04377,1
0.00631,-0.04377,0
0.03605,-0.03855,0
0.03605,-0.03855,1
0.03653,-0.04116,1
0.03654,-0.04126,1
0.03605,-0.03865,1
0.03605,-0.03865,0
0.03625,-0.03824,0
0.03625,-0.03824,1
0.03673,-0.04084,1
0.03678,-0.04095,1
0.03636,-0.03834,1
0.03636,-0.03834,0
0.03740,-0.03698,0
0.03740,-0.03698,1
0.03779,-0.03921,1
0.03817,-0.04143,1
0.03856,-0.04365,1
0.03857,-0.04375,1
0.03818,-0.04153,1
0.03779,-0.03931,1
0.03740,-0.03709,1
0.03740,-0.03709,0
0.06568,-0.03521,0
0.06568,-0.03521,1
0.06698,-0.03741,1
0.06701,-0.03750,1
0.06568,-0.03532,1
0.06568,-0.03532,0
-0.00287,-0.03511,0
-0.00287,-0.03511,1
-0.00287,-0.03521,1
-0.00287,-0.03521,0
0.00840,-0.03385,0
0.00840,-0.03385,1
0.00840,-0.03396,1
0.00840,-0.03396,0
0.00694,-0.03187,0
0.00694,-0.03187,1
0.00864,-0.03337,1
0.01035,-0.03487,1
0.00873,-0.03340,1
0.00704,-0.03187,1
0.00704,-0.03187,0
0.01445,-0.03166,0
0.01445,-0.03166,1
0.01219,-0.03321,1
0.01455,-0.03166,1
0.01455,-0.03166,0
0.05357,-0.03073,0
0.05357,-0.03073,1
0.05214,-0.03288,1
0.05357,-0.03083,1
0.05357,-0.03083,0
0.02300,-0.03010,0
0.02300,-0.03010,1
0.02496,-0.03226,1
0.02311,-0.03010,1
0.02311,-0.03010,0
0.02300,-0.02989,0
0.02300,-0.02989,1
0.02452,-0.03133,1
0.02459,-0.03137,1
0.02311,-0.02989,1
0.02311,-0.02989,0
0.01779,-0.02979,0
0.01779,-0.02979,1
0.01779,-0.02989,1
0.01779,-0.02989,0
0.01841,-0.02926,0
0.01841,-0.02926,1
0.01852,-0.02937,1
0.01852,-0.02937,0
-0.05712,-0.02780,0
-0.05712,-0.02780,1
-0.05884,-0.02887,1
-0.06056,-0.02994,1
-0.06228,-0.03101,1
-0.06400,-0.03208,1
-0.06572,-0.03315,1
-0.06744,-0.03421,1
-0.06916,-0.03528,1
-0.07089,-0.03635,1
-0.07261,-0.03742,1
-0.07433,-0.03849,1
-0.07605,-0.03956,1
-0.07445,-0.03857,1
-0.07273,-0.03750,1
-0.07100,-0.03643,1
-0.06928,-0.03537,1
-0.06756,-0.03430,1
-0.06584,-0.03324,1
-0.06411,-0.03217,1
-0.06239,-0.03111,1
-0.06067,-0.03004,1
-0.05895,-0.02897,1
-0.05722,-0.02791,1
-0.05722,-0.02791,0
0.09531,-0.02760,0
0.09531,-0.02760,1
0.09273,-0.02863,1
0.09541,-0.02770,1
0.09541,-0.02770,0
0.03552,-0.02363,0
0.03552,-0.02363,1
0.03620,-0.02568,1
0.03687,-0.02773,1
0.03755,-0.02978,1
0.03822,-0.03183,1
0.03757,-0.02987,1
0.03689,-0.02783,1
0.03621,-0.02578,1
0.03552,-0.02374,1
0.03552,-0.02374,0
0.03532,-0.02290,0
0.03532,-0.02290,1
